Relation: Name,Academic year,Academic period,Number,Total duration,Time unit,Relation: Relation type,Relation: Direction,Relation: Status,Relation: Subject area,Relation: Level,Relation: Degree programme,Relation: Relation ID,Remaining seats,Relation: External institutions
Exchange Student Undergraduate-Helsingin Yliopisto-Universidad de los Andes-Outgoing,2018,Second Semester 2018,2,"2,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Design Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,84,1,Helsingin Yliopisto
Exchange Student Undergraduate-Helsingin Yliopisto-Universidad de los Andes-Outgoing,2019,First Semester 2019,2,"2,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Design Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,84,0,Helsingin Yliopisto
Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,2018,Second Semester 2018,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,89,5,Høgskolen i Oslo og Akershus - Oslo metropolitan University
Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,2019,First Semester 2019,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,89,4,Høgskolen i Oslo og Akershus - Oslo metropolitan University
Exchange Student-Illinois Institute of Technology-School of Law-Outgoing,2018,Second Semester 2018,3,"3,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Law Bsc,92,2,Illinois Institute of Technology
Exchange Student-Illinois Institute of Technology-School of Law-Outgoing,2019,First Semester 2019,3,"3,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Law Bsc,92,3,Illinois Institute of Technology
Exchange Student Undergraduate-IMT Atlantique-School of Engineering-Outgoing,2018,Second Semester 2018,5,"5,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Environmental Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,558,5,IMT Atlantique
Exchange Student Undergraduate-IMT Atlantique-School of Engineering-Outgoing,2019,First Semester 2019,5,"5,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Environmental Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,558,3,IMT Atlantique
Exchange Student-Institut d'Etudes Politiques d'Aix-En-Provence-Political Sciences Department-Outgoing,2018,Second Semester 2018,4,"4,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Political Science Bsc,868,4,Institut d'Etudes Politiques d'Aix-En-Provence
Exchange Student-Institut d'Etudes Politiques d'Aix-En-Provence-Political Sciences Department-Outgoing,2019,First Semester 2019,4,"4,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Political Science Bsc,868,4,Institut d'Etudes Politiques d'Aix-En-Provence
Exchange Student Undergraduate-Institut d'Études Politiques de Lille-Sciences Po Lille-Universidad de los Andes-Outgoing,2018,Second Semester 2018,2,"2,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Art History Bsc|| Arts Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Languages and Culture Bsc|| Music Bsc|| Philosophy Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Digital Narrative Bsc|| Global Studies Bsc,96,2,Sciences Po Lille
Exchange Student Undergraduate-Institut d'Études Politiques de Lille-Sciences Po Lille-Universidad de los Andes-Outgoing,2019,First Semester 2019,2,"2,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Art History Bsc|| Arts Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Languages and Culture Bsc|| Music Bsc|| Philosophy Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Digital Narrative Bsc|| Global Studies Bsc,96,1,Sciences Po Lille
Exchange Student Undergraduate-Institut National des Sciences Appliquées-Campus Rennes-School of Engineering-Outgoing,2018,Second Semester 2018,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,582,1,Institut National des Sciences Appliquees de Rennes
Exchange Student Undergraduate-Institut National des Sciences Appliquées-Campus Rennes-School of Engineering-Outgoing,2019,First Semester 2019,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,582,1,Institut National des Sciences Appliquees de Rennes
Exchange Student Undergraduate-ISA Lille-School of Engineering-Outgoing,2018,Second Semester 2018,2,"2,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Environmental Engineering Bsc|| Industrial Engineering Bsc|| Food Engineering,1028,2,Institut Supérieur d'Agriculture de Lille
Exchange Student Undergraduate-ISA Lille-School of Engineering-Outgoing,2019,First Semester 2019,2,"2,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Environmental Engineering Bsc|| Industrial Engineering Bsc|| Food Engineering,1028,2,Institut Supérieur d'Agriculture de Lille
Exchange Student Undergraduate-Instituto Tecnológico Autónomo de México-Universidad de los Andes-Outgoing,2018,Second Semester 2018,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Political Science Bsc|| Economics Bsc|| Law Bsc|| Systems and Computing Engineering Bsc,786,1,Instituto Tecnológico Autónomo de México
Exchange Student Undergraduate-Instituto Tecnológico Autónomo de México-Universidad de los Andes-Outgoing,2019,First Semester 2019,3,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Political Science Bsc|| Economics Bsc|| Law Bsc|| Systems and Computing Engineering Bsc,786,1,Instituto Tecnológico Autónomo de México
Exchange Student-Líderes del mañana-TEC PUEBLA-Universidad de los Andes-Outgoing,2018,Second Semester 2018,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,783,2,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student-Líderes del mañana-TEC PUEBLA-Universidad de los Andes-Outgoing,2019,First Semester 2019,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,783,5,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student-International University College of Turin-School of Law-Outgoing,2018,Second Semester 2018,2,"2,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Law Bsc,818,1,International University College of Turin
Exchange Student-International University College of Turin-School of Law-Outgoing,2019,First Semester 2019,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Law Bsc,818,0,International University College of Turin
Exchange Student-Johannes Gutenberg-Universität Mainz-Universidad de los Andes-Outgoing,2018,Second Semester 2018,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Chemical Engineering Bsc|| Design Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,114,4,Johannes Gutenberg-Universität Mainz
Exchange Student-Johannes Gutenberg-Universität Mainz-Universidad de los Andes-Outgoing,2019,First Semester 2019,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Chemical Engineering Bsc|| Design Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,114,5,Johannes Gutenberg-Universität Mainz
Exchange Student-Katholische Universität Eichstätt-Ingolstadt-School of Social Sciences-Outgoing,2018,Second Semester 2018,4,"4,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| History Bsc|| Languages and Culture Bsc|| Philosophy Bsc|| Political Science Bsc|| Psychology Bsc,846,4,Katholische Universität Eichstätt-Ingolstadt
Exchange Student-Katholische Universität Eichstätt-Ingolstadt-School of Social Sciences-Outgoing,2019,First Semester 2019,4,"4,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| History Bsc|| Languages and Culture Bsc|| Philosophy Bsc|| Political Science Bsc|| Psychology Bsc,846,4,Katholische Universität Eichstätt-Ingolstadt
Exchange Student Undergraduate-Københavns Universitet-Universidad de los Andes-Outgoing,2018,Second Semester 2018,6,"6,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemistry Bsc|| Geosciences Bsc|| History Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,119,1,Københavns Universitet
Exchange Student Undergraduate-Københavns Universitet-Universidad de los Andes-Outgoing,2019,First Semester 2019,6,"6,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemistry Bsc|| Geosciences Bsc|| History Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,119,1,Københavns Universitet
"Exchange Student Undergraduate-Konstfack University College of Arts, Crafts and Design-Design Department-Outgoing",2018,Second Semester 2018,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Design Bsc,750,1,Konstfack
"Exchange Student Undergraduate-Konstfack University College of Arts, Crafts and Design-Design Department-Outgoing",2019,First Semester 2019,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Design Bsc,750,1,Konstfack
